study	unique_study_id	file	chr	bp	min_p	cis_trans	ld_region	known_gene	suspected_gene
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1103150_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1103150_2.tsv.gz	5	1286516	8.290608705183268e-66	NA	EUR/5/982252_2132441	NA	TERT
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1103150_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1103150_3.tsv.gz	5	1287194	1.1430394898616927e-67	NA	EUR/5/982252_2132441	NA	TERT
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1103150_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1103150_4.tsv.gz	5	1279790	3.8192050596664447e-57	NA	EUR/5/982252_2132441	NA	TERT
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1103150_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1103150_5.tsv.gz	5	1282319	3.318085967484965e-25	NA	EUR/5/982252_2132441	NA	TERT
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1103150_6	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1103150_6.tsv.gz	5	1097281	9.298995881212144e-270	NA	EUR/5/982252_2132441	NA	SLC12A7
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1103150_7	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1103150_7.tsv.gz	5	1099782	9.184008731758729e-86	NA	EUR/5/982252_2132441	NA	SLC12A7
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1103150_8	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1103150_8.tsv.gz	5	1113982	6.159762259743367e-246	NA	EUR/5/982252_2132441	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1103150_9	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1103150_9.tsv.gz	5	1119411	2.1920017099826967e-162	NA	EUR/5/982252_2132441	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1103150_10	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1103150_10.tsv.gz	5	1116677	2.1689256524709707e-88	NA	EUR/5/982252_2132441	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1287194_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1287194_1.tsv.gz	5	1103150	1.5068278386099314e-144	NA	EUR/5/982252_2132441	NA	SLC12A7
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1287194_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1287194_2.tsv.gz	5	1286516	8.290608705183268e-66	NA	EUR/5/982252_2132441	NA	TERT
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1287194_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1287194_3.tsv.gz	5	1287194	1.1430394898616927e-67	NA	EUR/5/982252_2132441	NA	TERT
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1287194_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1287194_4.tsv.gz	5	1279790	3.8192050596664447e-57	NA	EUR/5/982252_2132441	NA	TERT
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1287194_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1287194_5.tsv.gz	5	1282319	3.318085967484965e-25	NA	EUR/5/982252_2132441	NA	TERT
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1287194_6	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1287194_6.tsv.gz	5	1097281	9.298995881212144e-270	NA	EUR/5/982252_2132441	NA	SLC12A7
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1287194_7	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1287194_7.tsv.gz	5	1099782	9.184008731758729e-86	NA	EUR/5/982252_2132441	NA	SLC12A7
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1287194_8	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1287194_8.tsv.gz	5	1113982	6.159762259743367e-246	NA	EUR/5/982252_2132441	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1287194_9	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1287194_9.tsv.gz	5	1119411	2.1920017099826967e-162	NA	EUR/5/982252_2132441	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_1287194_10	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_1287194_10.tsv.gz	5	1116677	2.1689256524709707e-88	NA	EUR/5/982252_2132441	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_5_1100831_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_5_1100831_1.tsv.gz	5	1100831	3.597493351557401e-104	NA	EUR/5/982252_2132441	NA	SLC12A7
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_5_1285974_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_5_1285974_1.tsv.gz	5	1285974	3.597493351557401e-104	NA	EUR/5/982252_2132441	NA	TERT
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_5_7870973_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_5_7870973_1.tsv.gz	5	7870973	8.480080988896917e-10	NA	EUR/5/7143218_8446335	NA	MTRR
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_5_7855749_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_5_7855749_1.tsv.gz	5	7855749	2.6001595631652668e-11	NA	EUR/5/7143218_8446335	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_5_14794868_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_5_14794868_1.tsv.gz	5	14794868	3.6525822138633706e-19	NA	EUR/5/14757804_16963612	NA	ANKH
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_16631043_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_16631043_1.tsv.gz	5	16631043	2.5999799567092466e-8	NA	EUR/5/14757804_16963612	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_5_32830521_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_5_32830521_1.tsv.gz	5	32830521	1.8203706524901774e-75	NA	EUR/5/31390249_33500179	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_5_32830521_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_5_32830521_2.tsv.gz	5	32941161	5.715468675763316e-40	NA	EUR/5/31390249_33500179	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_5_32830521_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_5_32830521_3.tsv.gz	5	32888818	2.5984100552945193e-13	NA	EUR/5/31390249_33500179	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_5_32830521_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_5_32830521_4.tsv.gz	5	33448792	3.852478451504172e-7	NA	EUR/5/31390249_33500179	NA	TARS1
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_5_32830521_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_5_32830521_5.tsv.gz	5	32694942	8.74920552832039e-6	NA	EUR/5/31390249_33500179	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_5_32830521_6	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_5_32830521_6.tsv.gz	5	33230034	1.3451914185547762e-14	NA	EUR/5/31390249_33500179	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_5_32830521_7	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_5_32830521_7.tsv.gz	5	33176567	9.9909120256388e-17	NA	EUR/5/31390249_33500179	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_5_34506843_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_5_34506843_1.tsv.gz	5	34506843	1.1601122161480507e-23	NA	EUR/5/33500180_35048969	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_5_34669237_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_5_34669237_1.tsv.gz	5	34669237	1.1601122161480507e-23	NA	EUR/5/33500180_35048969	NA	RAI14
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_5_34528278_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_5_34528278_1.tsv.gz	5	34528278	2.0300185198596853e-8	NA	EUR/5/33500180_35048969	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_5_34506559_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_5_34506559_1.tsv.gz	5	34506559	5.210987123333785e-9	NA	EUR/5/33500180_35048969	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_5_36180787_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_5_36180787_1.tsv.gz	5	36180787	1.109941270774826e-17	NA	EUR/5/35048970_36433953	NA	SKP2
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_5_36074412_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_5_36074412_1.tsv.gz	5	36074412	1.0615977759272544e-10	NA	EUR/5/35048970_36433953	NA	NA
ebi-a-GCST90018795	ebi-a-GCST90018795_EUR_5_35837234_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018795/finemapped/EUR_5_35837234_1.tsv.gz	5	35837234	2.8047877373492126e-14	NA	EUR/5/35048970_36433953	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_5_38951428_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_5_38951428_1.tsv.gz	5	38951428	2.8701196364644413e-13	NA	EUR/5/38802410_40287728	NA	RICTOR
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_5_39095822_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_5_39095822_1.tsv.gz	5	39095822	4.534610611628967e-8	NA	EUR/5/38802410_40287728	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_38955796_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_38955796_1.tsv.gz	5	38955796	6.7003887380775655e-12	NA	EUR/5/38802410_40287728	NA	RICTOR
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_5_40620582_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_5_40620582_1.tsv.gz	5	40620582	1.0599856845091669e-12	NA	EUR/5/40287729_41888709	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_5_40673515_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_5_40673515_1.tsv.gz	5	40673515	3.4103582265334933e-13	NA	EUR/5/40287729_41888709	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_5_40793158_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_5_40793158_1.tsv.gz	5	40793158	2.928195035574268e-12	NA	EUR/5/40287729_41888709	NA	PRKAA1
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_40773699_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_40773699_1.tsv.gz	5	40773699	1.1000185275062197e-12	NA	EUR/5/40287729_41888709	NA	PRKAA1
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_5_40778641_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_5_40778641_1.tsv.gz	5	40778641	9.099132726322508e-13	NA	EUR/5/40287729_41888709	NA	PRKAA1
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_5_52080909_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_5_52080909_1.tsv.gz	5	52080909	5.959365192559397e-19	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_51990574_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_51990574_1.tsv.gz	5	51137304	1.898268804964611e-48	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_51990574_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_51990574_2.tsv.gz	5	51173747	1.1964984209498632e-13	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_51990574_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_51990574_3.tsv.gz	5	51146224	9.096993919831283e-18	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_51990574_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_51990574_4.tsv.gz	5	50333229	6.176057283164661e-35	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_51990574_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_51990574_5.tsv.gz	5	50877038	9.486896653100696e-49	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_51990574_6	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_51990574_6.tsv.gz	5	50795059	1.2146524568774264e-110	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_51990574_7	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_51990574_7.tsv.gz	5	50814925	3.9166028816522524e-147	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_51990574_8	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_51990574_8.tsv.gz	5	51167517	1.1128418712067236e-28	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52035224_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52035224_1.tsv.gz	5	51137304	1.898268804964611e-48	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52035224_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52035224_2.tsv.gz	5	51173747	1.1964984209498632e-13	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52035224_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52035224_3.tsv.gz	5	51146224	9.096993919831283e-18	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52035224_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52035224_4.tsv.gz	5	50333229	6.176057283164661e-35	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52035224_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52035224_5.tsv.gz	5	50877038	9.486896653100696e-49	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52035224_6	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52035224_6.tsv.gz	5	50795059	1.2146524568774264e-110	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52035224_7	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52035224_7.tsv.gz	5	50814925	3.9166028816522524e-147	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52035224_8	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52035224_8.tsv.gz	5	51167517	1.1128418712067236e-28	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52080909_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52080909_1.tsv.gz	5	51137304	1.898268804964611e-48	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52080909_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52080909_2.tsv.gz	5	51173747	1.1964984209498632e-13	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52080909_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52080909_3.tsv.gz	5	51146224	9.096993919831283e-18	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52080909_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52080909_4.tsv.gz	5	50333229	6.176057283164661e-35	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52080909_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52080909_5.tsv.gz	5	50877038	9.486896653100696e-49	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52080909_6	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52080909_6.tsv.gz	5	50795059	1.2146524568774264e-110	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52080909_7	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52080909_7.tsv.gz	5	50814925	3.9166028816522524e-147	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52080909_8	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52080909_8.tsv.gz	5	51167517	1.1128418712067236e-28	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52095943_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52095943_1.tsv.gz	5	51137304	1.898268804964611e-48	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52095943_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52095943_2.tsv.gz	5	51173747	1.1964984209498632e-13	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52095943_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52095943_3.tsv.gz	5	51146224	9.096993919831283e-18	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52095943_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52095943_4.tsv.gz	5	50333229	6.176057283164661e-35	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52095943_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52095943_5.tsv.gz	5	50877038	9.486896653100696e-49	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52095943_6	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52095943_6.tsv.gz	5	50795059	1.2146524568774264e-110	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52095943_7	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52095943_7.tsv.gz	5	50814925	3.9166028816522524e-147	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_5_52095943_8	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_5_52095943_8.tsv.gz	5	51167517	1.1128418712067236e-28	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_5_52062994_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_5_52062994_1.tsv.gz	5	52062994	1.2999899653754554e-8	NA	EUR/5/50163398_52134621	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_5_54871229_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_5_54871229_1.tsv.gz	5	54871229	1.4349937184799523e-9	NA	EUR/5/53703044_55417348	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_5_55296666_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_5_55296666_1.tsv.gz	5	55296666	1.4349937184799523e-9	NA	EUR/5/53703044_55417348	NA	IL6ST-DT
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_5_56177743_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_5_56177743_1.tsv.gz	5	56177743	3.912231303145372e-8	NA	EUR/5/55417349_56621101	NA	MAP3K1
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_5_56177743_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_5_56177743_2.tsv.gz	5	55861786	2.4013744140059893e-8	NA	EUR/5/55417349_56621101	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_5_56177743_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_5_56177743_3.tsv.gz	5	56616664	1.3219611497799835e-6	NA	EUR/5/55417349_56621101	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_5_55807370_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_5_55807370_1.tsv.gz	5	55807370	6.020048636844595e-11	NA	EUR/5/55417349_56621101	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_5_56120413_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_5_56120413_1.tsv.gz	5	56120413	3.9210285091946136e-11	NA	EUR/5/55417349_56621101	NA	MAP3K1
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_5_57477809_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_5_57477809_1.tsv.gz	5	57477809	1.3399851948997987e-9	NA	EUR/5/57340073_58524621	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_5_60188270_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_5_60188270_1.tsv.gz	5	60188270	5.459966775714255e-9	NA	EUR/5/58524622_60935906	NA	ERCC8
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_5_61629204_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_5_61629204_1.tsv.gz	5	61629204	3.599979270433569e-12	NA	EUR/5/60935907_61672994	NA	KIF2A
